objid1,objid2
1237668297144467652,1237668297144533093
1237653471443877897,1237653471443878061
1237651737370034349,1237651754549706944
1237661362370838685,1237661362370904209
1237655125556854948,1237655125556854959
1237652901307023609,1237662269148823857
1237657608577220752,1237657608577220764
1237668293374050473,1237668293374115963
1237661066016391607,1237661066016391643
1237660343390372145,1237660343390372228
1237660412648161583,1237660412648161602
1237661356464799823,1237661356464799824
1237667783386923243,1237667783386988620
1237665440464699837,1237665567695241423
1237662268077638008,1237662268077703484
1237668495242690698,1237668495242690721
1237668585433464905,1237668585433464947
1237667252936114293,1237667252936114294
1237650369409974441,1237650369410039904
1237668588650692644,1237668589187301427
1237668589187825877,1237668589187891388
1237662262701261047,1237662262701261054
1237668272974201069,1237668272974266563
1237663784743075864,1237663784743075865
1237648721750523910,1237648721751048360
1237662238554587154,1237662238554652781
1237652947995001015,1237652947995066417
1237670449980637523,1237670449980637538
1237667252931264591,1237667252931264742
1237678806920069384,1237678806920134678
1237661871859171381,1237661871859171490
1237655743479480626,1237655743479480646
1237654881815953482,1237655742946344972
1237662474230235463,1237662474230235519
1237648674534785817,1237648705143046713
1237652629098987698,1237652946378621055
1237664668968943670,1237664668968943697
1237651754005299285,1237651754005299379
1237661950249533444,1237661950249533577
1237668298203201559,1237668298203267092
1237667782296862917,1237667782296862918
1237655369826697298,1237655369826697452
1237662225145528430,1237662225145528444
1237658204514811907,1237658204514811929
1237661361299390521,1237661361299390602
1237665566073421950,1237665566073421996
1237648704059474127,1237648704061767850
1237662262715613512,1237662268614574350
1237657590322298981,1237657590322298982
1237651737369706624,1237651754549379199
1237650762933469385,1237650762933862549
1237654880200818867,1237654880200818868
1237655499209310351,1237655499209310386
1237662665891840188,1237662665891840452
1237654601032270000,1237654601032335465
1237661433234456579,1237661433234456605
1237657118412963983,1237657401343869133
1237678907323187365,1237678907323252844
1237667781751341140,1237667781751341182
1237674651535278237,1237674651535278276
1237650370486075460,1237650370486206541
1237661971185336355,1237661971185336496
1237650371025436773,1237650371025436774
1237665024373424219,1237665024373424315
1237655501884293289,1237655501884293573
1237653652922630216,1237670458034749647
1237667108496671181,1237667108496671585
1237655504569631240,1237655504569696723
1237666214070321283,1237666214070321310
1237674288071835836,1237674288071835884
1237667255075602616,1237667255075668046
1237671261745119427,1237671261745184772
1237661069252886621,1237661069789691921
1237667551957614623,1237667551957680157
1237661068727484463,1237661068727549968
1237674290754945178,1237674290754945685
1237668290155708537,1237668290155708542
1237667292659384635,1237667429563105464
1237658424095015122,1237658424095146073
1237648722322259999,1237663783140589684
1237662640656023747,1237662640656023748
1237653650772721760,1237653650772721785
1237651496293826614,1237651496293826773
1237651271885521177,1237651271885586595
1237651800696946942,1237651800697340133
1237661818175422620,1237661818175488156
1237665428638924889,1237665428638924983
1237651735778623503,1237655468599345554
1237662697574498461,1237662697574563974
1237657595150794911,1237657595150794995
1237660412650193168,1237660412650455281
1237661972789264426,1237661972789330012
1237651752936538306,1237651752936800403
1237657855529255089,1237657855529255116
1237661968505110651,1237661968505110652
1237655497588473970,1237655497588539468
1237662268610183199,1237662268610183387
1237665530647085087,1237665567152406563
1237674370751070590,1237674370751070832
1237664093429825972,1237673808653123915
1237667733952856338,1237667733952921758
1237667782278774963,1237667782278774981
1237648722829639753,1237648722829705365
1237667537475797146,1237667537475797152
1237648720715055315,1237648720715055317
1237658300603432985,1237658300603433126
1237661435925823675,1237661435925823758
1237662237486678077,1237662237486743804
1237661386546610294,1237661386546610352
1237648705121222810,1237666338653732900
1237674290218140023,1237674367529255038
1237674290754945643,1237674290754945654
1237651272431829033,1237651272431829116
1237667255618961552,1237667255619027011
1237662305114128517,1237662305114193993
1237668271904063729,1237668271904063760
1237662268074950889,1237662268074950890
1237665565009969485,1237665565009969665
1237671261747347643,1237671261747347709
1237664132631101633,1237664132631101634
1237664818744328196,1237664818744328306
1237667537471209508,1237667537471209747
1237648705119060146,1237648705119125653
1237648705656258677,1237666338115158262
1237648704065372656,1237648704066945789
1237654652034547731,1237654652034547824
1237658302739513433,1237658302739513533
1237667782285459497,1237667782285525074
1237667293196189865,1237667430099910787
1237661951330418793,1237661951330418794
1237651752954036478,1237651752954102032
1237662306197831864,1237662306197831865
1237661464919015915,1237661464919080987
1237654952669282694,1237654952669282727
1237670955716247728,1237670955716313142
1237653589021294734,1237653589021294874
1237648721753669817,1237656568117788960
1237667291584659579,1237667539083002063
1237667736108859437,1237667736108859474
1237668292833378444,1237668292833378456
1237667910586466359,1237667910586466542
1237667549809344614,1237667910586335274
1237658800967188515,1237658916385390792
1237663782588842218,1237667171318366292
1237678660353327173,1237678660353327194
1237659325484761253,1237659325484761254
1237651251487309923,1237651251487310160
1237658424084791452,1237658424084988026
1237654602642423923,1237654602642423934
1237661356470108210,1237661356470108318
1237671264958939303,1237671762638209245
1237661851478523952,1237661851478523953
1237651822173552904,1237651822173552917
1237655464850096197,1237655464850096220
1237668367463415890,1237668367463416180
1237663237131469029,1237663237131469088
1237648705140228630,1237666300022030433
1237648702972559541,1237663785279225935
1237659325483515999,1237659325483516000
1237678617433473056,1237678617433473057
1237671261206872095,1237671261206872263
1237671124305051659,1237671124305051901
1237671266034254037,1237671266571124932
1237667783913701402,1237667783913832536
1237662224620847374,1237662224620847391
1237651273493643550,1237651273493643568
1237651192433279109,1237651192433344532
1237658424085184650,1237658424085184682
1237665368506761273,1237665368506761274
1237650371018621112,1237650761852911726
1237671762638340214,1237671762638340215
1237667736674238658,1237667736674238685
1237648704598049102,1237657586029691054
1237665357231423601,1237665357231423838
1237648720174317857,1237678617434652788
1237667730730516629,1237667782807192080
1237650797287637041,1237650797287768118
1237650369947893787,1237650761319579732
1237654028716081208,1237654028716540038
1237665227303157903,1237665227303223362
1237667323259977790,1237667323259977891
1237664294757859551,1237664294757859602
1237657594613923852,1237657594613924072
1237667211048779997,1237667253461516424
1237665129066070035,1237665129066070264
1237665369037340803,1237667113337159830
1237661967434907742,1237661967434907771
1237662198814539896,1237662198814671162
1237665565544415520,1237668367998517328
1237661056892469347,1237661056892470094
1237667734492151849,1237667734492151972
1237667430104760472,1237667430104825883
1237662224066347141,1237662224066347142
1237658801506549934,1237658801506549939
1237652899151413295,1237652899151478791
1237667323246280755,1237667430101024963
1237665129609887801,1237665129609887877
1237661813880979535,1237661813881045066
1237664289923530946,1237664289923530972
1237661972254359662,1237661972254359682
1237668623550054530,1237668623550120050
1237665227305975914,1237665227305975954
1237648705114013728,1237663783661273248
1237667291576926491,1237667291576991761
1237661138496323673,1237661138496323675
1237670965379531242,1237670965379531258
1237651801234997435,1237663543149003051
1237665330382504057,1237665330382504094
1237650369944092838,1237650369944158387
1237661434308132897,1237661434308132898
1237667444582187020,1237667444582187021
1237667252942602358,1237667252942602401
1237650761323970690,1237650761324232787
1237665548363956319,1237665567154962661
1237666338114044133,1237666338114240591
1237651250969116713,1237651250969116714
1237662618651066635,1237662618651066680
1237661465455493301,1237661465455493594
1237662337332806025,1237662337332806026
1237651251484819599,1237651251484819609
1237657117338239172,1237657117338239191
1237667782287228961,1237667782287229118
1237667211059789846,1237667211059789896
1237661464384962637,1237661464384962638
1237654601570386085,1237654601570451464
1237655124467974212,1237655124467974242
1237667443511394328,1237667443511394444
1237661971732037852,1237661971732103307
1237655468062670881,1237655468062670882
1237668271378595884,1237668310556672076
1237659325491904671,1237659325491904764
1237658424619106592,1237658424619106608
1237654669735231622,1237654669735362781
1237648722828066973,1237648722828198059
1237667444048724176,1237667444048789811
1237665225697919059,1237665225697919060
1237662194529599599,1237662194529599619
1237662198818340959,1237662198818341061
1237665102754414728,1237665128561311810
1237652900228562993,1237652900765565051
1237665367962222737,1237665367962222738
1237664290472067098,1237664290472067213
1237655369822503043,1237655369822568495
1237661812275871820,1237661812275871834
1237650369415217300,1237650369415348379
1237665548901155236,1237665567692226996
1237665428645609706,1237665428645675066
1237652946384584727,1237652946384584791
1237658424094162963,1237658424094228582
1237661972251803744,1237661972251803763
1237668292301029612,1237668292301095042
1237651496293957861,1237651496293957862
1237665127452508206,1237667143940636862
1237654604784599099,1237654604784599100
1237667442974720162,1237667442974785715
1237661951345819725,1237662635832443045
1237662340545118543,1237662340545118544
1237657628439347341,1237657628439347343
1237661949179658330,1237661949179658361
1237661949716463707,1237661949716463708
1237665226774741074,1237665226774741112
1237665225692414112,1237665225692414130
1237668348680208467,1237668348680208658
1237673808653648146,1237673808653648194
1237661065489809425,1237661065489809467
1237662306738045210,1237662306738110639
1237648722827280442,1237648722827346065
1237665129627058246,1237665129627058264
1237651735236641011,1237651735237296296
1237650372091969697,1237650372092100732
1237655498674995451,1237655498674995453
1237662226237555027,1237662664292565374
1237661137421402175,1237661137421402299
1237661356462112854,1237661356462112855
1237665128005238804,1237665128005238839
1237667253482487860,1237667253482487930
1237651736842797145,1237651736842797243
1237674602676289621,1237674602676289826
1237654879122882759,1237654879122882785
1237662238022041923,1237662238022172763
1237680242524029026,1237680242524029065
1237657590322299041,1237657590322364420
1237651754549444724,1237651754549444760
1237665126929989725,1237665370120781846
1237658311329906861,1237658311329906902
1237662525767680101,1237662525767680128
1237655493293047910,1237655493293047918
1237652901827969032,1237662236396748945
1237665428631454064,1237665428631454143
1237655693014204646,1237655693014729044
1237655504034070591,1237655504034070971
1237651534946959533,1237651702452191408
1237664835394732253,1237664835394797751
1237658299529494556,1237658299529494655
1237657591394467915,1237658802572165322
1237667736653594738,1237667736653594755
1237667911664009229,1237667911664140303
1237667322180337732,1237667429571887171
1237658802040930424,1237658802040930448
1237650761860710572,1237650761860776156
1237667735059497179,1237667735059497180
1237665531186577913,1237665567691964423
1237664870820151337,1237664870820151486
1237661066028646547,1237661066028711987
1237664289397407836,1237664289397473366
1237658203443298552,1237658203443363847
1237662263786144133,1237662263786144168
1237659163350663369,1237659163350663511
1237667255068000347,1237667255068000379
1237658423552180454,1237658423552311378
1237667736107679789,1237667736107680056
1237661357000359941,1237661357000359979
1237668273513299989,1237668273513300262
1237651800162631822,1237654669202292928
1237651735746707682,1237651753463185515
1237661950250778655,1237661950250778711
1237657590857728133,1237657590857728134
1237665329319182501,1237665329319182506
1237662198817947772,1237662198817947802
1237664817676746832,1237664817676746851
1237671992414896261,1237671992414896345
1237664813378568339,1237664813378568340
1237662697569124530,1237662697569124543
1237662533823627301,1237662533823627615
1237662637448167629,1237662637448167774
1237657401343017087,1237657401343017114
1237651754541449474,1237651754541449534
1237648720161210537,1237648720161210549
1237655499737792598,1237655499737792599
1237655499737792575,1237655499737858356
1237665549425639531,1237665549425639566
1237665101675102268,1237665127481999532
1237659131675148382,1237659131675213861
1237662303526125801,1237662303526126211
1237667107963273369,1237667107963273537
1237668288009601212,1237668288009601213
1237673705578758181,1237673705578758184
1237651801771802916,1237663542610690239
1237651737380978855,1237651737380978883
1237652901293260852,1237652901293260854
1237668288544309514,1237668288544374922
1237661811739001018,1237661811739066486
1237661817102401554,1237661817102401612
1237667736673976612,1237667736673976642
1237673705042935885,1237673705042935886
1237665329307320353,1237665329307386021
1237668272439623779,1237668272439623780
1237661966887616657,1237661966887616677
1237665549959626787,1237665549959626937
1237667781236490263,1237667781236490265
1237662661602967819,1237662661603033151
1237662302444323025,1237662500543135851
1237663787417207041,1237663916801458348
1237653665257685165,1237653665257685206
1237658613050966166,1237658613050966191
1237668290156298439,1237670965927805049
1237648722837766247,1237651752396324989
1237668623548547091,1237668623548612672
1237667324330115100,1237667324330246152
1237665329852842117,1237665329852842226
1237654601014510102,1237654601014575620
1237655499204067511,1237655499204067512
1237650369942126843,1237671129124110635
1237658492821766182,1237658492821766282
1237661388137169068,1237661388137234541
1237665428638728401,1237665428638793824
1237662266464141465,1237662266464141488
1237662269148168222,1237662269148234064
1237661872420225036,1237661872420225100
1237662637451772001,1237668348686434889
1237648703520374974,1237660241385619613
1237651252024836118,1237651252024836120
1237661351629226103,1237661351629291650
1237667323254734966,1237667323254734993
1237667254550724738,1237667254550724786
1237660669282549840,1237660669282549950
1237653616398762024,1237653616398762025
1237671141482758366,1237674598922780795
1237661811198591121,1237661811198656589
1237661813884584106,1237661813884584178
1237664289927790702,1237664289927856136
1237661416060944418,1237661416060944501
1237662534359580785,1237662534359580892
1237665232668459243,1237665232668459274
1237648673458553624,1237648673459274344
1237671992947507231,1237671992947507353
1237661950262050978,1237661950262051034
1237668348671557782,1237668348671557990
1237665531724300633,1237665567692751168
1237668335789736327,1237668366927790637
1237667917027934397,1237668294987153549
1237661872941367322,1237661872941367324
1237661971188678859,1237671265499873371
1237662530060681366,1237662530060812362
1237661972807024651,1237661972807286794
1237661434309509180,1237661434309509282
1237662236395175945,1237662236395176089
1237655742409736402,1237655742409736425
1237655742946345170,1237655742946345206
1237662637981958364,1237662637981958365
1237649920044499070,1237649920044499091
1237664667898544291,1237664667898544301
1237658205583179819,1237658205583179983
1237650761860448434,1237650761860579402
1237668298754293818,1237668298754293926
1237665549428457501,1237665549428457502
1237651250977046676,1237651250977112216
1237671261196189813,1237671261196255625
1237648721788797262,1237648721788862759
1237655130376241239,1237655130376241254
1237664668420604418,1237664668420669489
1237661975478337619,1237661975478337642
1237668272973676598,1237668272973676799
1237678918605996118,1237678918605996132
1237652900235378872,1237652900235378946
1237661069774226107,1237661069774226115
1237651736283185249,1237651753462857842
1237658802571116652,1237658802571116653
1237657591931469988,1237657591931470027
1237651822176305295,1237654879667486913
1237651252588970167,1237651252588970185
1237660343388209405,1237660343388209406
1237654605323108440,1237654605323305092
1237661818170769659,1237661818170769664
1237661958833242332,1237661958833242349
1237662239091589378,1237662239091654832
1237665351322239031,1237665372791570678
1237661950276075877,1237661950276141095
1237668365313376588,1237668365313441805
1237662336796065949,1237662336796066156
1237661465455558993,1237661465455559037
1237660764834234637,1237660764834234638
1237662264850645012,1237662264850645114
1237661086960451625,1237661086960451701
1237651537633673231,1237651537633673277
1237661813339783262,1237661813339783272
1237665355627102431,1237665355627102468
1237678791354679457,1237680075544854769
1237662339475308826,1237662339475308891
1237665532262154450,1237665532262154689
1237659324955033706,1237659324955099291
1237655473431576607,1237655473431576629
1237667431178829888,1237667431178895438
1237658206120378569,1237658206120444017
1237671264960118907,1237671764786807033
1237662195065487467,1237662195065487496
1237660759462510736,1237660759462576538
1237654605328679003,1237654605328679022
1237667255625121797,1237667255625121798
1237668298745446434,1237668298745446554
1237654880744243494,1237654880744308992
1237659119867592743,1237659119867592795
1237662300824731667,1237662300824731668
1237651250439716915,1237651250439717064
1237659152610099372,1237659152610099530
1237661126150783213,1237661126150783301
1237661070867628042,1237661070867628203
1237667912202649778,1237667912202715241
1237668623549268051,1237668623549268114
1237651535483437180,1237651535483437209
1237658298985676901,1237658298985677204
1237665024362741810,1237665024362741823
1237667735578083467,1237667735578083491
1237667733967470743,1237667733967536201
1237661970115854463,1237661970115920015
1237648720173138004,1237678617433211055
1237662341083365488,1237662341083365502
1237658203421999213,1237658203421999354
1237667914885955655,1237667914885955667
1237671266032681169,1237671266569552035
1237662306190295143,1237662306190295162
1237666090051764419,1237666214607061169
1237653502042701935,1237653502042701943
1237658425150800191,1237658425150865656
1237657400810471512,1237657400810471527
1237661463841603688,1237661463841603717
1237655473429741692,1237655473429741825
1237670964844429731,1237671262808244500
1237660583909130515,1237660583909130546
1237671957514485898,1237671991336894670
1237674603753898249,1237674604290900253
1237678617431900238,1237678617432162479
1237660759998333097,1237660759998398856
1237651271884013766,1237651271884013767
1237661124540039459,1237661124540104879
1237667911671939112,1237667911671939113
1237665373867343994,1237665373867343995
1237665101682245700,1237665127489077490
1237657189834686653,1237657189835014292
1237667106889793846,1237667212116295767
1237655494373277978,1237674601606480089
1237671123230392559,1237671260132343900
1237671261206085853,1237671261206085902
1237665428089995273,1237665428089995515
1237665428090192022,1237665428090257496
1237661957756223528,1237661957756223541
1237665567146967052,1237665567146967142
1237664836998135919,1237664836998136309
1237653616935043340,1237653616935043366
1237667539087261736,1237667539087261737
1237665429701328999,1237665442590490722
1237651252561510677,1237651252561510686
1237660764843343942,1237660764843344052
1237665531724169735,1237665549438484612
1237663915725553729,1237663915725553731
1237648722841042953,1237648722841043066
1237667324330967097,1237667324330967153
1237665328786571323,1237665328786571346
1237665329322983520,1237665329322983521
1237655744018579642,1237655744018579649
1237655691944591705,1237655691944853756
1237660562967494669,1237660562967495029
1237661850928611366,1237661850928676939
1237657630063919210,1237657630063919221
1237661965818593434,1237661965818593475
1237661850937655380,1237661850937655387
1237664852566868221,1237664852566868365
1237655374647460042,1237655374647460096
1237678437017452654,1237678437018959885
1237658300056076772,1237658300056207800
1237661383843840152,1237661383843840184
1237667783363330122,1237667783363330170
1237667782839304202,1237667782839304304
1237655743488327944,1237662267005075983
1237657628451995760,1237657856070910026
1237662237471539271,1237662237471539272
1237651737380520076,1237674604288016517
1237660765908369443,1237660958644699181
1237658425155780717,1237660411577041172
1237665126927499303,1237665126927499361
1237667782293651482,1237667782293651656
1237658424636276773,1237658424636342330
1237662635826151582,1237662635826348150
1237649919508414482,1237649919508480119
1237673703966310459,1237673703966310469
1237665429179138224,1237665442605170909
1237661465988235400,1237662503220936921
1237652901830328504,1237652901830328525
1237652899692740755,1237653470906941588
1237651190280749240,1237651190280749288
1237668289080852686,1237668289080852709
1237668288548241532,1237668288548241542
1237657628452323373,1237657628452323408
1237662528992837794,1237662528992903268
1237662661597659257,1237662661597659258
1237651822715076776,1237651822715076811
1237660635983904983,1237660635983970407
1237657118946885856,1237657606425215169
1237657627902345471,1237657627902345472
1237657632727891995,1237657632727892150
1237661949707157601,1237661949707223141
1237661381704286225,1237661381704286284
1237661382240829503,1237661382240829504
1237668315382808720,1237668315382808750
1237662226240307334,1237662226240307581
1237654952671838307,1237654952671838677
1237663783669006523,1237666338653208676
1237651537632952499,1237651537632952505
1237659162276397202,1237659162276397418
1237657189840584856,1237666338116993064
1237657877001601531,1237660343923442289
1237661949707485194,1237661949707485250
1237667733964652643,1237667781216764103
1237667252936900784,1237667252936966304
1237665442060370056,1237665442060370067
1237653588481212477,1237654391103291493
1237654652032450778,1237654652032450792
1237667429568610352,1237667429568610353
1237648703510479021,1237648703511265544
1237667782857981962,1237667782858047828
